Symbol,Citation,Gene Name,Identified by Phenotype,MaizeGDB Link,GenBank ID,Chromosome,Strand,B73 refgen2 Gene,Subgenome,Comments,Proofing Link,Local duplicates,Homeolog,Sorghum Ortholog,Setaria Ortholog,Rice Ortholog,Brachy Ortholog,Pan-grass panel Link,Gene Model IDed by MaizeSequence.org,UC-Berkeley vs. Maizesequence.org,Link to compare genes where our assignments differed,Analysis of disagreements between maizesequence.org and UC-Berkeley
hcf106c,1,high chlorophyll fluorescence106c,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=124603,AF237945,chr10,-1,GRMZM2G151529,2,Good,http://genomevolution.org/r/25sf,GRMZM2G002911||GRMZM2G151566||GRMZM2G484851,GRMZM5G898735,Sb06g014410,chr6:18139155-18891551,chr4:19177617-19798474,chr5:11253670-11622178,http://genomevolution.org/r/26hq,No Gene Identified by Maizesequence.org,NA,,
kan1,1,KANADI1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1219915,EU935003,chr1,-1,GRMZM2G056400,1,Good,http://genomevolution.org/r/25ic,,GRMZM2G175827,Sb07g020820,PAC:18186024,Os08g33050,Bradi3g36260,http://genomevolution.org/r/25id,GRMZM2G056400,Identical Assignment,,
kan3,1,kanadi3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1219917,EU925399,chr4,1,GRMZM2G175827,2,Good,http://genomevolution.org/r/25vb,,GRMZM2G056400,Sb07g020820,PAC:18186024,Os08g33050,Bradi3g36260,http://genomevolution.org/r/25vc,GRMZM2G175827,Identical Assignment,,
kip1,1,knotted interacting protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1167526,AY082396,chr1,1,GRMZM2G163761,1,Good,http://genomevolution.org/r/25u3,GRMZM2G011588,GRMZM2G148098,Sb01g011970,PAC:18191569,Os03g47730,Bradi1g12510,http://genomevolution.org/r/26bb,GRMZM2G163761,Identical Assignment,,
lec1,1,leafy cotyledon,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=854841,AF410176,chr5,-1,GRMZM2G011789,1,Good,http://genomevolution.org/r/25e0,,too big a gap,Sb04g029350,PAC:18170907,Os02g49370,Bradi3g56400,http://genomevolution.org/r/25e1,No Gene Identified by Maizesequence.org,NA,,
phyC1,1,phytochromeC1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=978953,AY234829,chr1,-1,GRMZM2G057935,1,Good,http://genomevolution.org/r/25ik,GRMZM2G357074,GRMZM2G129889,Sb01g007850,PAC:18193188,Os03g54084,Bradi1g08400,http://genomevolution.org/r/25il,No Gene Identified by Maizesequence.org,NA,,
phyC2,1,phytochromeC2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=978954,AY234830,chr5,-1,GRMZM2G129889,2,Good,http://genomevolution.org/r/25qq,,GRMZM2G057935,Sb01g007850,PAC:18193188,Os03g54084,Bradi1g08400,http://genomevolution.org/r/25qr,No Gene Identified by Maizesequence.org,NA,,
Smh1,1,Single Myb Histone1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=894447,AY271659,chr8,1,GRMZM2G136887,2,Good,http://genomevolution.org/r/25r8,,GRMZM2G087817,Sb03g026470,PAC:18176862,Os01g40670,Bradi2g42240,http://genomevolution.org/r/25r9,No Gene Identified by Maizesequence.org,NA,,
Smh3,1,Single Myb Histone3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=894670,AY280629,chr8,1,GRMZM2G023667,2,Good,http://genomevolution.org/r/25fk,,GRMZM2G108318,Sb03g032540,PAC:18175080,Os01g51170,Bradi2g47830,http://genomevolution.org/r/25fl,No Gene Identified by Maizesequence.org,NA,,
Smh4,1,Single Myb Histone4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=887785,AY280631,chr3,-1,GRMZM2G108424,1,Good,http://genomevolution.org/r/25oe,,GRMZM2G023667,Sb03g032530,PAC:18175376,Os01g51154,Bradi2g47820,http://genomevolution.org/r/25of,GRMZM2G108424,Identical Assignment,,
Smh5,1,Single Myb Histone5,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=894672,AY280630,chr3,-1,GRMZM2G163291,1,Good,http://genomevolution.org/r/25u1,,chr8:15738810-15890080,Sb03g005080,PAC:18177262,chr1:2844116-3337953,too big a gap,http://genomevolution.org/r/26i1,No Gene Identified by Maizesequence.org,NA,,
Smh6,1,Single Myb Histone6,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=894673,AY280632,chr5,1,GRMZM2G095239,2,Good,http://genomevolution.org/r/25n0,,too big a gap,Sb01g013670,PAC:18192353,no synteny,Bradi1g13880,http://genomevolution.org/r/25n1,GRMZM2G095239,Identical Assignment,,
spi1,1,sparse inflorescence1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1219936,EU910940,chr3,-1,GRMZM2G025222,NA,5' end of CDS lost in gap,http://genomevolution.org/r/25fs,,no synteny,no synteny,no synteny,no synteny,no synteny,http://genomevolution.org/r/25ft,No Gene Identified by Maizesequence.org,NA,,
tacs1,1,Terminal Acidic SANT 1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=936039,AY738116,chr6,1,GRMZM2G111906,2,Good,http://genomevolution.org/r/25ow,,too big a gap,chr10:59803993-60610533,chr10:39483926-40026657,chr6:30308446-31043218,too big a gap,http://genomevolution.org/r/268r,No Gene Identified by Maizesequence.org,NA,,
yy1,1,yin-yang1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=904876,AF142322,chr4,1,GRMZM2G140016,2,Good,http://genomevolution.org/r/25rl,,GRMZM5G885700,Sb04g022470,PAC:18171413,Os02g34680,Bradi3g45590,http://genomevolution.org/r/25rm,No Gene Identified by Maizesequence.org,NA,,
Smh2,0,Single Myb Histone2,,,,chr3,1,GRMZM2G087817,1,No GenBank Record|personal communication,http://genomevolution.org/r/25m2,,GRMZM2G136887,Sb03g026470,PAC:18176862,Os01g40670,Bradi2g42240,http://genomevolution.org/r/25m3,No Gene Identified by Maizesequence.org,NA,,
Sun1,0,sad1-unc84-like 1 CCSD type,,,EU964563,chr5,-1,GRMZM2G109818,1,personal communication,http://genomevolution.org/r/25ok,,no synteny,Sb04g005160,PAC:18172790,chr2:4152195-4473675,chr3:3981702-4275327,http://genomevolution.org/r/26h3,No Gene Identified by Maizesequence.org,NA,,
Sun2,0,sad1-unc84-like 2 CCSD type,,,BT055722,chr3,1,GRMZM2G440614,1,personal communication,http://genomevolution.org/r/25yx,,no synteny,Sb03g010590,PAC:18176774,Os01g16220,Bradi2g09990,http://genomevolution.org/r/25yy,No Gene Identified by Maizesequence.org,NA,,
Sun4,0,sad1-unc84-like 4 PM3 type,,,GU453173,chr8,1,GRMZM2G005483,2,personal communication,http://genomevolution.org/r/25de,,GRMZM2G120262,Sb03g041510,PAC:18180035,Os01g65520,Bradi2g56660,http://genomevolution.org/r/25df,No Gene Identified by Maizesequence.org,NA,,
Sun5,0,sad1-unc84-like 5 PM3 type,,,EU953247,chr8,1,AC194341.4_FG003,2,personal communication,http://genomevolution.org/r/25bm,,too big a gap,Sb03g026980,too big a gap,Os01g41600,Bradi2g42670,http://genomevolution.org/r/26ev,No Gene Identified by Maizesequence.org,NA,,
